head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　他金融市場　3時台　入札結果受け米国債利回り低下,2009年1月9日（金）03:06:00,"NY株式8日（NY時間13:02）
ダウ平均　　　8682.57（-87.13　-0.97%）
S&P500;　　　　901.19（-5.46　-0.58%）
ナスダック　　　1594.58（-4.48　-0.27%）

CME日経平均先物　8950（大証終比：+80　+0.90%）

出来高（億株）
NYSE　　　　5.28
ナスダック　10.09

欧州株式8日終値
英FT100　 4505.37（-2.14　-0.05%）
独DAX　　4879.91（-57.56　-1.17%）
仏CAC40　 3324.33（-21.76　-0.65%）

米国債利回り（NY時間13:02）
2年債　 　0.787（-0.024）
10年債　　2.423（-0.071）
30年債　　3.017（-0.020）

各国10年債
ユーロ圏　3.127（-0.071）
英　国　　3.219（-0.066）
カナダ　　2.888（-0.044）
豪　州　　4.138（-0.114）
日　本　　1.312（+0.052）

NY原油・金
NY原油先物2月限（WTI）（NY時間13:02）
1バレル＝41.68（-0.95　-2.23%）
NY金先物2月限（COMEX）
1オンス＝854.40（+12.70　+1.51%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　カナダ中銀副総裁　追加利下げの範囲探る,2009年1月9日（金）03:20:00,"カナダは堅調な動きをしている。市場は全体的にドル売りの動きの中、カナダはドルの動きには連動せず、他の欧州通貨などと同じ動きをしている。ドルカナダはNY時間に入って下げを加速し一時1.18台前半まで下落した。カナダ円は一時77円台に上昇している。

デュゲイ・カナダ中銀副総裁の講演内容が伝わっており、追加利下げの範囲を判断するため、動向を注視していると述べ、追加利下げの可能性を示唆していた。また、カナダ下落が輸出企業を支援しているとも述べている。

今月20日にカナダ中銀の政策金利の発表が予定されているが、市場では0.25から0.5％の利下げが見込まれている。

USD/CAD　1.1847　CAD/JPY　76.91",,,,,,,,,,,,,,,
NY金　終値　1.5％高,2009年1月9日（金）03:51:00,"NY金先物2月限（COMEX）（終値）
1オンス＝854.50（+12.80　+1.52%）",,,,,,,,,,,,,,,
NY市場　ユーロ、対円の下げに圧迫,2009年1月9日（金）03:54:00,"ユーロドルは1.37をブレイク、1.3675近辺まで下落している。終盤になってドルがやや買い戻されており、ユーロドルも伸び悩む動きとなっている。

先程、トリシェECB総裁の発言が伝わった。あくまでインフレ抑制が優先事項であることを強調。また財政支出増加のユーロへの悪影響について質問され、問題はないと述べていたようだ。スロバキアのユーロ導入の祝典に参加しており、地元のラジオで語っている。

EUR/USD　1.3674　EUR/JPY　124.95",,,,,,,,,,,,,,,
NY市場　他金融市場　4時台　原油は下げ幅拡大、4％超急落,2009年1月9日（金）04:03:00,"NY株式8日（NY時間14:00）
ダウ平均　　　8687.11（-82.59　-0.94%）
S&P500;　　　　900.78（-5.87　-0.65%）
ナスダック　　　1594.25（-4.81　-0.30%）

CME日経平均先物　8940（大証終比：+70　+0.79%）

出来高（億株）
NYSE　　　　6.19
ナスダック　11.84

欧州株式8日終値
英FT100　 4505.37（-2.14　-0.05%）
独DAX　　4879.91（-57.56　-1.17%）
仏CAC40　 3324.33（-21.76　-0.65%）

米国債利回り（NY時間14:00）
2年債　 　0.819（+0.008）
10年債　　2.431（-0.063）
30年債　　3.023（-0.013）

各国10年債
ユーロ圏　3.127（-0.071）
英　国　　3.220（-0.065）
カナダ　　2.888（-0.044）
豪　州　　4.138（-0.114）
日　本　　1.312（+0.052）

NY原油・金
NY原油先物2月限（WTI）（NY時間14:00）
1バレル＝40.88（-1.75　-4.11%）
NY金先物2月限（COMEX）
1オンス＝854.90（+13.20　+1.57%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY原油　終値　2.1％安,2009年1月9日（金）04:46:00,"NY原油先物2月限（WTI）（終値）
1バレル＝41.70（-0.93　-2.18%）",,,,,,,,,,,,,,,
NY原油・金　原油、見切り売り続く,2009年1月9日（金）05:04:00,"NY原油先物2月限（WTI）（終値）
1バレル＝41.70（-0.93　-2.18%） 
NY金先物2月限（COMEX）（終値）
1オンス＝854.50（+12.80　+1.52%） 

8日のNY原油先物相場は前日に引き続き急落した。中東情勢の混迷を受けて、ロンドン時間には反発していたものの、NY時間に入って売りが強まった。ネガティブな雇用指標や企業業績への懸念から株式市場も値を落とす中、原油も売りが強まった。きのうの急落とともに、きょうも見切り売りが加速した雰囲気。一時40ドル台に下落、4％超下落する場面も見られた。

オバマ次期大統領が経済政策について演説を行い、代替エネルギーの生産を今後3年間で倍増、一般家庭のエネルギー効率を改善すると述べていた。

一方、金は続伸。為替市場でドル安の動きが強まる中、金は買い戻しが強まっている。2月限は一時865ドルまで上昇、5日線に到達している。",,,,,,,,,,,,,,,
NY市場　他金融市場　5時台　ダウ平均下げ渋る,2009年1月9日（金）05:07:00,"NY株式8日（NY時間15:07）
ダウ平均　　　8718.65（-51.05　-0.58%）
S&P500;　　　　906.39（-0.26　-0.03%）
ナスダック　　　1609.40（+10.34　+0.65%）

CME日経平均先物　8995（大証終比：+125　+1.41%）

出来高（億株）
NYSE　　　　7.78
ナスダック　14.95

欧州株式8日終値
英FT100　 4505.37（-2.14　-0.05%）
独DAX　　4879.91（-57.56　-1.17%）
仏CAC40　 3324.33（-21.76　-0.65%）

米国債利回り（NY時間15:07）
2年債　 　0.819（+0.008）
10年債　　2.445（-0.049）
30年債　　3.039（+0.003）

各国10年債
ユーロ圏　3.127（-0.071）
英　国　　3.220（-0.065）
カナダ　　2.896（-0.036）
豪　州　　4.138（-0.114）
日　本　　1.312（+0.052）

NY原油・金
NY原油先物2月限（WTI）（NY時間15:07）
1バレル＝41.81（-0.82　-1.92%）
NY金先物2月限（COMEX）
1オンス＝858.20（+16.50　+1.96%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　11月消費者信用残高、過去最大の落ち込み,2009年1月9日（金）05:13:00,"NY時間の終盤になって、ドル円は下げ渋る動きとなっている。株式市場で一時110ドル超下落していたダウ平均が、下げ渋っていることから、ドル円は買い戻されている。本日ブレイクした10日線の91.60付近が目先のレジスタンス。

先程、FRBから11月の消費者信用残高が発表され、前月比79億ドル減と
なり、統計開始以来の過去最大の落ち込みとなっている。消費者への信用収縮を表す結果となった。

USD/JPY　91.32",,,,,,,,,,,,,,,
NY市場　クロス円、株式にらみの動き,2009年1月9日（金）05:32:00,"終盤になってユーロ円、ポンド円は株式にらみの展開となっている。株価は下げ渋ってはいるものの、戻し切れず上値も重い。その動きに合わせてユーロ円は、一旦125円台に戻すものの、再び124円台に下落。ポンド円も同様の動き。　

独連銀総裁のウェーバー総裁は講演で、10-12月期のドイツGDPは予想以上に悪化しそうだとの見解を示していた。また金融市場には緊張緩和兆しが見られるものの、正常化には長い道のりがあるとの見方も示している。

USD/JPY　91.14　EUR/JPY　124.93　GBP/JPY　138.68",,,,,,,,,,,,,,,
NY時間に伝わった発言・ニュース,2009年1月9日（金）06:05:00,"【経済指標結果】
【イギリス】
＊英中銀政策金利　21:00
結果　1.50%
予想　1.50%　現行　2.00% 

【アメリカ】
＊新規失業保険申請件数（1月2日までの週）22:30
結果　467千件
予想　545千件　前回　491千件（492千件から修正） 

【カナダ】
＊Ivey購買担当者景況感指数（12月）9日0:00
結果　39.1
予想　37.5　前回　40.2 

【発言・ニュース】
【イギリス】
＊英中銀声明
世界景気は異常な急減速となっている。
金融緩和・ポンド安、インフレ低下が景気の刺激に。
CPIが目標の2％を下回るリスク。
企業および消費者の信頼感の低下が顕著。

＊オバマ次期大統領　
今すぐ断固たる措置を取らなければ手遅れに
景気刺激策には中産階級の家庭で1000ドルの減税含む。 
景気対策で短期的に財政赤字は拡大する。
失業保険給付の延長措置は今後も続ける。
代替エネルギーの生産を今後3年間で倍増。
連邦政府の建造物の75％を近代化。
一般家庭のエネルギー効率を改善。 
雇用300万人創出

＊デュゲイ・カナダ中銀副総裁
追加利下げの範囲を判断するため、動向を注視
カナダドル下落が輸出企業を支援

＊トリシェECB総裁
インフレ抑制が優先事項。
財政支出増加のユーロへの悪影響、問題はない。",,,,,,,,,,,,,,,
NY株式　終値　ダウ平均は27ドル安,2009年1月9日（金）06:26:00,"NY株式8日（NY時間16:26）
ダウ平均　　　8742.46（-27.24　-0.31%）
S&P500;　　　　909.73（+3.08　+0.34%）
ナスダック　　　1617.01（+17.95　+1.12%）

CME日経平均先物　9040（大証終比：+170　+1.92%）

出来高（億株）
NYSE　　　　11.97
ナスダック　20.19",,,,,,,,,,,,,,,
NY株式　ウォルマート下方修正で懸念強まる、ハイテク株には買戻しも,2009年1月9日（金）06:34:00,"NY株式8日（NY時間16:26）
ダウ平均　　　8742.46（-27.24　-0.31%）
S&P500;　　　　909.73（+3.08　+0.34%）
ナスダック　　　1617.01（+17.95　+1.12%）

CME日経平均先物　9040（大証終比：+170　+1.92%）

出来高（億株）
NYSE　　　　11.97
ナスダック　20.18

8日のNY株式市場ダウ平均は小幅に続落。寄り付き前に発表になった米小売り大手のウォルマートの11-１月期の業績見通しが下方修正されたことで、米景気に対する警戒感が強まった。ダウ平均は一時110ドル超下落する場面も見られたが、終盤になってハイテク株の一角に買い戻しが入ったものの、ダウ平均は戻りきれずに小幅続落で終えている。

ダウ採用銘柄ではウォルマートが一時9％下落し指数を押し下げた。その他、ホームデポやマクドナルドなど消費関連株が下落。JPモルガン、バンカメ、シティGといった金融株も下落している。GMも反落した。反面、前日急落していたアルコアやデュポンが反発している。

一方、ナスダックは反発。マイクロソフトが堅調に推移し指数を押し上げた。携帯大手のベライゾンが自社の携帯端末のインターネット検索サービスに同社の検索ソフトを選択したことが明らかとなり好感された。また、ウォルマートの業績見通しは下方修正されたものの、同業種のシアーズは急伸している。こちらは、きょう発表した業績見通しが予想を上回り買いが強まった。23％超急伸している。

オバマ次期大統領の経済政策に関する演説が行われた。今すぐ断固たる措置を取らなければ、何年も景気後退が続く恐れがあり手遅れになると述べている。また、中間層に対する1000ドルの減税も確約すると述べていた。事前に伝わっていた内容でもあり、演説後、株価は売りが優勢となっていたが、動きは一時的なものとなった。

ダウ採用銘柄
J&J;　　　　　　　59.02（-0.11　-0.19%）
P&G;　　　　　　　60.41（-0.67　-1.10%）
デュポン　　　　　25.99（+0.33　+1.29%）
ボーイング　　 　44.79（+0.03　+0.07%）　
キャタピラー　　 44.02（+0.35　+0.80%）　
ユナイテッド　　 53.51（-0.01　-0.02%）　
アルコア　　　 　11.36（+0.47　+4.32%）　
HP　　　　　　 　37.64（-0.20　-0.53%）　
GE　　　　　 　　16.14（+0.03　+0.19%）　
3M　　　　　　 　58.58（+0.51　+0.88%）　
エクソンモビル　 79.09（+0.84　+1.07%）　
シェブロン　　 　74.24（+0.28　+0.38%）　
コカコーラ　　 　45.24（+0.31　+0.69%）　
ディズニー　　 　22.90（-0.28　-1.21%）　
マクドナルド　 　60.52（-0.72　-1.18%）　
ウォルマート　　51.38（-4.16　-7.49%）
ホームデポ　　　24.39（-0.18　-0.73%）
JPモルガン　　　27.22（-0.87　-3.10%）
シティG　　　　 7.16（+0.01　+0.14%）
バンカメ　　　　 13.54（-0.17　-1.24%）
アメックス　　　 20.04（+0.03　+0.15%）　
クラフト　　　　　　 27.99（+0.23　+0.83%）
IBM　　　　　　87.18（-0.61　-0.69%）
AT&T;　　　　　 27.18（-0.03　-0.11%）
ベライゾン　　　32.39（+0.49　+1.54%）
マイクロソフト　 20.12（+0.61　+3.13%）
インテル　　　 　14.55（+0.13　+0.90%）
ファイザー　　　17.65（+0.16　+0.91%）
メルク　　　　 　29.36（-0.13　-0.44%）
GM　　　　　 　4.04（-0.09　-2.18%）",,,,,,,,,,,,,,,
