head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
豪中銀声明　金融政策と財政政策、国内需要の大きな支援要因,2009年4月7日（火）13:37:00,"金融政策と財政政策、国内需要の大きな支援要因となる。
世界経済の縮小は続いている。
中期的にインフレ率は低下する見通し。
中国を含む一部の国で景気安定化の兆し。",,,,,,,,,,,,,,
東京市場　豪ドル反発、利下げ発表で一時下落も,2009年4月7日（火）13:42:00,"先ほど発表された豪政策金利は0.25%の利下げ。市場では金利据え置きが見込まれていた。発表直後の反応は豪ドル売り。豪ドル/ドルは0.70台半ば、豪ドル円は71円割れまで下落した。ただ、その後は声明がそれほど悲観的でなかったため、見直し買いが入っている。豪ドル/ドルは0.71台前半、豪ドル円は71円台後半まで反発している。声明では中国を含む一部の国で景気安定化の兆しがみられるなど、景気底入れを示唆する文言が盛り込まれている。

AUD/JPY　71.68　AUD/USD　0.7127",,,,,,,,,,,,,,
海外市場の注目ポイント（英鉱工業生産）,2009年4月7日（火）14:10:00,"海外市場では17時30分に2月の英鉱工業生産が発表される。市場予想は前月比-1.2%と、12ヶ月連続でマイナス成長となる見通し。企業は減産を進めているが、景気悪化で需要は冷え込んだまま。専門家の予想レンジは前月比-2.5％～-0.4%と、マイナス成長が確実視されている。減少ペースは弱まるものの、経済活動の停滞は続くとの見方が強い。市場では世界的な景気回復期待で投資家のリスク許容度が改善している。予想外の改善を示せば市場心理の更なる改善を促しそうだ。一方、市場予想を下回ると最近の楽観論に水を差す可能性も。

＊鉱工業生産（2月）17:30
予想　-1.2%　前回　-2.6%（前月比）
予想　-12.5%　前回　-11.4%（前年比）

＊製造業生産高（2月）17:30
予想　-1.5%　前回　-2.9%（前月比）
予想　-14.2%　前回　-12.8%（前年比）",,,,,,,,,,,,,,
テクニカルポイント　ドル円、調整の目処は？,2009年4月7日（火）14:35:00,"101.09　ボリンジャーバンド　2σ上限（21日間）
100.48　現値
100.00　エンベロープ1%上限（10日間）
99.20　200日移動平均
99.01　10日移動平均
98.70　一目均衡表・転換線
98.09　21日移動平均
98.02　エンベロープ1%下限（10日間）
97.49　一目均衡表・基準線
95.10　ボリンジャーバンド　2σ下限（21日間）
94.59　一目均衡表・雲（上限）
93.61　100日移動平均
92.92　一目均衡表・雲（下限）

ドル円は100円台半ばでの取引。前日はボリンジャーバンドの2σ上限を突破、一時101円台後半まで買われたが、上ヒゲを出す形で調整に転じている。目先のサポートラインとしてはエンベロープ上限が位置する100円に注目したい。この水準を割り込むと3月の高値99円台後半、200日移動平均が位置する99円台前半が意識されそうだ。",,,,,,,,,,,,,,
アジア株　軟調、インド株は休場,2009年4月7日（火）14:45:00,"東京時間14:40現在
香港ハンセン指数　　 14829.00（-169.04　-1.13%）
中国上海総合指数　 2411.46（-8.32　-0.34%）
中国　シンセン総合指数　 800.49（-0.58　-0.07%）
台湾加権指数　　　　 5576.85（+20.63　+0.37%）
韓国総合株価指数　 1301.51（+3.66　+0.28%）
豪ASX200指数　　　 3707.20（-49.40　-1.32%）
シンガポールST指数　 1808.20（-39.78　-2.15%）",,,,,,,,,,,,,,
日経平均　大引け　25.08円安　8832.85円,2009年4月7日（火）15:01:00,,,,,,,,,,,,,,,
これからの予定【経済指標】,2009年4月7日（火）15:19:00,"【イギリス】
＊鉱工業生産（2月）17:30
予想　-1.2%　前回　-2.6%（前月比）
予想　-12.5%　前回　-11.4%（前年比）

＊製造業生産高（2月）17:30
予想　-1.5%　前回　-2.9%（前月比）
予想　-14.2%　前回　-12.8%（前年比）

【ユーロ圏】
＊ユーロ圏GDP・確報値（第4四半期）18:00
予想　-1.5%　前回　-1.5%（季調済・前期比）
予想　-1.3%　前回　-1.3%（季調済・前年比）",,,,,,,,,,,,,,
これからの予定【発言・イベント】,2009年4月7日（火）15:27:00,"主な発言・イベントはありません。

＊米主要企業決算
アルコア（-0.471）　NY株式市場引け後（日本時間9日早朝）
カッコ（）は１株利益予想",,,,,,,,,,,,,,
日本株　概況　売買交錯　米決算通過待ち,2009年4月7日（火）15:46:00,"東京株式市場（9日終値）
日経平均　　8832.85円（25.08円安）
TOPIX　　　832.60（1.63高）　　

9日の東京株式市場、日経平均は5日ぶりに小反落した。前日のNY株式市場が下落したことを受け、売り優勢で始まったものの、自動車など輸出関連株には押し目買いの動きも出て底堅い展開。米株式市場でアナリストが米金融株の投資判断に慎重な見方を示したこともあり、東京市場でも金融株は利益確定売りの動きが継続。ただ、調整の範囲で、下押す動きも一方でなく、全体的にはきのうの水準を挟んでの売買交錯といった展開となった。

今日のNY株式市場の引け後（日本時間9日早朝）に発表されるアルコアを皮切りに米企業の1-3月期の決算発表が本格化してくる。在庫調整の一巡も伝わっている自動車株の下値での押し目買い意欲を見ると、買い意欲は継続しているようだ。ただ、更に上値を追うには、決算の無事通過を待ちたいといった雰囲気。

東証1部の値上がり銘柄数は813、値下がり銘柄数は788。売買代金は1兆3607億円",,,,,,,,,,,,,,
（修正）日本株　概況　売買交錯　米決算通過待ち,2009年4月7日（火）16:05:00,"＊日付が9日になっておりました。お詫びして訂正いたします。

東京株式市場（7日終値）
日経平均　　8832.85円（25.08円安）
TOPIX　　　832.60（1.63高）　　

7日の東京株式市場、日経平均は5日ぶりに小反落した。前日のNY株式市場が下落したことを受け、売り優勢で始まったものの、自動車など輸出関連株には押し目買いの動きも出て底堅い展開。米株式市場でアナリストが米金融株の投資判断に慎重な見方を示したこともあり、東京市場でも金融株は利益確定売りの動きが継続。ただ、調整の範囲で、下押す動きも一方でなく、全体的にはきのうの水準を挟んでの売買交錯といった展開となった。

今日のNY株式市場の引け後（日本時間9日早朝）に発表されるアルコアを皮切りに米企業の1-3月期の決算発表が本格化してくる。在庫調整の一巡も伝わっている自動車株の下値での押し目買い意欲を見ると、買い意欲は継続しているようだ。ただ、更に上値を追うには、決算の無事通過を待ちたいといった雰囲気。

東証1部の値上がり銘柄数は813、値下がり銘柄数は788。売買代金は1兆3607億円",,,,,,,,,,,,,,
欧州株　反発して始まる　英FTは石油株が高い,2009年4月7日（火）16:05:00,"東京時間16:05現在
英FT100　 4031.85（+38.31　+0.95%）
独DAX　　4373.82（+24.01　+0.55%）",,,,,,,,,,,,,,
ロンドン市場　欧州通貨買いから　欧州株堅調にはじまる,2009年4月7日（火）16:11:00,"ロンドン勢が本格参加してきて、欧州通貨買いから始まっている。欧州株が堅調にはじまっており、それを受けて、ポンドなどに買いが入っているようだ。ただ、きょうのアルコアの決算を皮切りに米企業決算発表が本格化してくる。それを見据えて欧州通貨買いも限定的か。

EUR/USD　1.3386　GBP/USD　1.4728",,,,,,,,,,,,,,
メリル東京支店のPE部門閉鎖,2009年4月7日（火）16:32:00,"メリルリンチを統合したバンカメによると、メリルリンチ東京支店の企業買収などを手がけるプライベート・エクイティ（PE）部門を解散すると伝えられている。先月から観測では伝わっていたが、バンカメはPEを始めとするリスクの高いオルタナティブ投資から撤退している一環として行なわれたとみられる。 
",,,,,,,,,,,,,,
ロンドン市場　輸出減速は緩和見込むが、内需は軟調も,2009年4月7日（火）16:51:00,"白川日銀総裁の発言が伝わっている。景気認識については、1月の評価より下振れで推移しているとし、慎重な見方を継続。一方、米経済については、金融システムは安定に向かっているわけではないとしているものの、経済については、足下明るい動きが多少出ているとの認識を示した。また、輸出については、減速のテンポは緩やかになって行くとしながらも、内需については更に弱まって行くとの見解も示している。

きのうFRBが発表した日本銀行など日欧の主要5中央銀行とFRBとの、米国が外貨調達が難しくなる緊急時に備え、通貨スワップ協定を結んだことについては、具体的な発動を念頭に置いている訳ではないとFRBから聞いていると述べた。

特に市場の反応は限定的で、ドル円は100.45近辺で推移している。

USD/JPY　100.44",,,,,,,,,,,,,,
USEN　GyaOの株式51％をヤフーに譲渡,2009年4月7日（火）17:11:00,放送・ブロードバンド事業を手がけるUSENは無料動画配信を展開している子会社のＧｙａＯ（ギャオ）の株式の51％をヤフーに譲渡、共同会社を設立すると発表した。ヤフーの所有する「Yahoo！動画」と「ＧｙａＯ（ギャオ）」を統合させ、日本最大級のオフィシャル映像配信のプラットフォームを構築するとしている。広告配信や課金システムなども統合させる予定だ。,,,,,,,,,,,,,,
NY原油・金　時間外取引　原油堅調　チャベス大統領は50ドルの水準に満足との見解,2009年4月7日（火）17:17:00,"東京時間17:12現在
NY原油先物5月限（WTI）（時間外取引）
1バレル＝51.25（+0.20　+0.39%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝879.00（+6.20　+0.71%）

7日のNY原油先物、時間外取引は51ドル台前半で小動きが続いている。きのうの通常取引では米株の冴えない展開を受けて一時50ドルの節目を下回るなど、大幅安となった。本日は調整の動きとなっている。東京時間午前にはチャベス・ベネズエラ大統領が「1バレル=50ドルの原油価格は十分」との見解を示したことが報じられた。09年1月-3月頃は「OPEC関係者の考える適正価格は70ドル」と幹部が繰り返し発言していたが、ここにきて下方修正する意見も出てきたようだ。

金は堅調。879ドル台で取引されている。きのうのNY時間では金は1月23日以来の水準まで値を崩したことで、反発の動きとなっている。",,,,,,,,,,,,,,
